Index,dns_ip,cont_ip,my_ip,dns_iso,content_iso,me_iso,cnd_count_km,me_count_km,dns_as,cont_as,cont_hst,dns_loc,content_loc,me_loc,route_to_content
01.01,194.160.84.37,151.249.90.135,173.239.240.98,SK,DE,US,798,6967,AS2607 Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,AS36408 CDNetworks Inc.,md1.libe.com,"[48.6667, 19.5]","[50.1167, 8.6833]","[41.8483, -87.6517]","[('62.115.148.196', [47.0, 8.0]), ('62.115.124.244', [47.0, 8.0]), ('213.155.131.148', [47.0, 8.0]), ('62.115.122.111', [47.0, 8.0]), ('62.115.116.158', [47.0, 8.0]), ('174.35.62.39', [50.1167, 8.6833]), ('151.249.90.135', [50.1167, 8.6833])]"
